probe_id,blast_best_hit,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,,,
SGN-U215304,Solyc02g091880.2.1,100,70,0,0,1,70,201,270,1.00E-30,130,Cytochrome c oxidase subunit VIa family protein expressed,"IPR001349, Cytochrome c oxidase, subunit VIa","GO:0004129,GO:0005751,GO:0030234"
SGN-U215308,Solyc11g030380.1.1,100,70,0,0,1,70,655,724,1.00E-30,130,MADS box interactor-like,,
SGN-U215309,Solyc01g095340.2.1,100,70,0,0,1,70,415,484,1.00E-30,130,Unknown Protein,,
SGN-U215310,Solyc03g121730.2.1,100,70,0,0,1,70,794,725,1.00E-30,130,5&apos-nucleotidase surE,"IPR002828, Survival protein SurE-like phosphatase/nucleotidase","GO:0003993,GO:0016787"
SGN-U215311,Solyc03g121730.2.1,100,70,0,0,1,70,473,542,1.00E-30,130,5&apos-nucleotidase surE,"IPR002828, Survival protein SurE-like phosphatase/nucleotidase","GO:0003993,GO:0016787"
SGN-U215312,Solyc11g020040.1.1,100,70,0,0,1,70,1843,1912,1.00E-30,130,Chaperone DnaK,"IPR012725, Chaperone DnaK","GO:0005524,GO:0006457"
SGN-U215313,Solyc02g090930.2.1,100,70,0,0,1,70,264,333,1.00E-30,130,Lipase,"IPR002921, Lipase, class 3",GO:0006629
SGN-U215314,Solyc02g090930.2.1,100,70,0,0,1,70,1412,1481,1.00E-30,130,Lipase,"IPR002921, Lipase, class 3",GO:0006629
SGN-U215315,Solyc05g054360.2.1,100,70,0,0,1,70,1641,1710,1.00E-30,130,Pectinesterase,"IPR000070, Pectinesterase, catalytic","GO:0005618,GO:0030599"
SGN-U215316,Solyc05g054360.2.1,100,70,0,0,1,70,365,434,1.00E-30,130,Pectinesterase,"IPR000070, Pectinesterase, catalytic","GO:0005618,GO:0030599"
SGN-U215317,Solyc12g042600.1.1,100,70,0,0,1,70,965,896,1.00E-30,130,UDP-glucosyltransferase family 1 protein,"IPR002213, UDP-glucuronosyl/UDP-glucosyltransferase",GO:0008152
SGN-U215318,Solyc06g049080.2.1,100,70,0,0,1,70,246,315,1.00E-30,130,Superoxide dismutase,"IPR001189, Manganese/iron superoxide dismutase","GO:0004784,GO:0055114"
SGN-U215320,Solyc04g078760.2.1,100,70,0,0,1,70,927,996,1.00E-30,130,Protein binding protein,"IPR001841, Zinc finger, RING-type IPR001841, S-ribonuclease binding protein, SBP1, pollen",GO:0008270
SGN-U215321,Solyc06g064940.2.1,100,70,0,0,1,70,1650,1719,1.00E-30,130,Phosphatidylinositol transfer protein SFH5,"IPR001251, Cellular retinaldehyde-binding/triple function, C-terminal",
SGN-U215324,Solyc01g108600.2.1,100,70,0,0,1,70,3121,3190,1.00E-30,130,"Presequence protease, mitochondrial","IPR013578, Peptidase M16C associated","GO:0004222,GO:0006508,GO:0046872"
SGN-U215326,Solyc07g064040.2.1,100,70,0,0,1,70,638,707,1.00E-30,130,Transcription factor (Fragment),"IPR011598, Helix-loop-helix DNA-binding","GO:0003700,GO:0005634,GO:0045449"
SGN-U215327,Solyc04g007790.2.1,100,70,0,0,1,70,477,546,1.00E-30,130,Major latex-like protein,"IPR000916, Bet v I allergen",GO:0009607
SGN-U215329,Solyc01g081270.2.1,100,70,0,0,1,70,225,294,1.00E-30,130,Glutathione S-transferase,"IPR004046, Glutathione S-transferase, C-terminal",
SGN-U215330,Solyc01g086920.2.1,100,70,0,0,1,70,629,698,1.00E-30,130,"LRR receptor-like serine/threonine-protein kinase, RLP",,"GO:0004675,GO:0005515"
SGN-U215332,Solyc11g020300.1.1,100,70,0,0,1,70,355,424,1.00E-30,130,Translocon Tic40,"IPR006636, Heat shock chaperonin-binding",GO:0005515
SGN-U215337,Solyc06g075390.2.1,100,70,0,0,1,70,894,963,1.00E-30,130,Exosome complex exonuclease RRP43,"IPR003851, Zinc finger, Dof-type","GO:0006396,GO:0042802"
SGN-U215338,Solyc01g097010.2.1,100,70,0,0,1,70,1012,1081,1.00E-30,130,Nucleic acid binding protein,"IPR018111, K Homology, type 1, subgroup","GO:0003676,GO:0003723"
SGN-U215341,Solyc03g025850.2.1,100,70,0,0,1,70,679,748,1.00E-30,130,Remorin 1,"IPR005516, Remorin, C-terminal region",GO:0003677
SGN-U215342,Solyc02g094120.2.1,100,70,0,0,1,70,1351,1420,1.00E-30,130,Sulfite oxidase,"IPR000572, Oxidoreductase, molybdopterin binding","GO:0008482,GO:0009055,GO:0055114"
SGN-U215343,Solyc05g006650.2.1,100,70,0,0,1,70,578,647,1.00E-30,130,Transcription factor,"IPR011598, Helix-loop-helix DNA-binding","GO:0003700,GO:0005634,GO:0045449"
SGN-U215344,Solyc09g091940.2.1,100,70,0,0,1,70,606,537,1.00E-30,130,Unknown Protein,,
SGN-U215345,Solyc01g081570.2.1,100,70,0,0,1,70,1350,1419,1.00E-30,130,Carboxyl-terminal peptidase,"IPR004314, Protein of unknown function DUF239, plant",
SGN-U215348,Solyc04g015370.2.1,100,70,0,0,1,70,591,660,1.00E-30,130,Acyl carrier protein,,"GO:0000036,GO:0006633,GO:0031177,GO:0048037,GO:0050897"
SGN-U215349,Solyc04g026380.2.1,100,70,0,0,1,70,699,768,1.00E-30,130,AP-1 complex subunit mu-1,"IPR008968, Clathrin adaptor, mu subunit, C-terminal","GO:0030131,GO:0030276"
SGN-U215351,Solyc03g119330.2.1,100,70,0,0,1,70,971,1040,1.00E-30,130,26S proteasome regulatory subunit,"IPR000555, Mov34/MPN/PAD-1",
SGN-U215352,Solyc08g075030.2.1,95.71,70,3,0,1,70,824,893,1.00E-25,113,Pectinacetylesterase like protein (Fragment),"IPR004963, Pectinacetylesterase",GO:0004091
SGN-U215353,Solyc04g007070.2.1,100,70,0,0,1,70,2655,2724,1.00E-30,130,"Cc-nbs-lrr, resistance protein",,"GO:0006915,GO:0006952"
SGN-U215355,Solyc08g075860.2.1,100,70,0,0,1,70,1304,1373,1.00E-30,130,Os06g0115800 protein (Fragment),,
SGN-U215356,Solyc08g075860.2.1,100,44,0,0,7,50,102,145,2.00E-16,82.4,Os06g0115800 protein (Fragment),,
SGN-U215357,Solyc09g011810.2.1,100,70,0,0,1,70,972,1041,1.00E-30,130,Fructose-1 6-bisphosphatase class 1,"IPR000146, Fructose-1,6-bisphosphatase","GO:0005975,GO:0042132"
SGN-U215358,Solyc09g011810.2.1,100,70,0,0,1,70,384,453,1.00E-30,130,Fructose-1 6-bisphosphatase class 1,"IPR000146, Fructose-1,6-bisphosphatase","GO:0005975,GO:0042132"
SGN-U215359,Solyc12g006380.1.1,100,70,0,0,1,70,290,359,1.00E-30,130,1-aminocyclopropane-1-carboxylate oxidase-like protein,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0009815,GO:0016491"
SGN-U215360,Solyc04g064500.2.1,100,70,0,0,1,70,945,1014,1.00E-30,130,Protein phosphatase 2C,"IPR015655, Protein phosphatase 2C","GO:0003824,GO:0008287"
SGN-U215361,Solyc01g088370.2.1,100,70,0,0,1,70,2125,2194,1.00E-30,130,Eukaryotic translation initiation factor 3 subunit B,"IPR011400, Translation initiation factor eIF-3b","GO:0000166,GO:0003676,GO:0003743,GO:0006413,GO:0032947"
SGN-U215363,Solyc08g065760.2.1,100,70,0,0,1,70,244,313,1.00E-30,130,50S ribosomal protein L28,"IPR001383, Ribosomal protein L28",GO:0005840
SGN-U215365,Solyc08g082920.2.1,100,70,0,0,1,70,322,253,1.00E-30,130,ORM1-like protein 2,"IPR007203, ORMDL","GO:0016021,GO:0042802"
SGN-U215368,Solyc12g010320.1.1,100,70,0,0,1,70,105,174,1.00E-30,130,Outer membrane lipoprotein blc,"IPR002345, Lipocalin","GO:0005488,GO:0006810"
SGN-U215369,Solyc05g051570.2.1,100,70,0,0,1,70,791,860,1.00E-30,130,Ras-related protein Rab-6A,"IPR015600, Rab6-related","GO:0005525,GO:0005622,GO:0007165,GO:0007264,GO:0015031"
SGN-U215373,Solyc07g065090.1.1,100,70,0,0,1,70,367,436,1.00E-30,130,Polygalacturonase inhibitor protein,"IPR013210, Leucine-rich repeat, N-terminal","GO:0004675,GO:0005515"
SGN-U215374,Solyc02g067460.2.1,100,70,0,0,1,70,862,931,1.00E-30,130,Porin/voltage-dependent anion-selective channel protein,"IPR001925, Porin, eukaryotic type","GO:0005515,GO:0005741,GO:0008308"
SGN-U215376,Solyc02g031900.1.1,100,61,0,0,10,70,90,150,1.00E-25,113,Kinase family protein,"IPR001245, Tyrosine protein kinase",GO:0006468
SGN-U215377,Solyc01g109040.2.1,100,70,0,0,1,70,152,221,1.00E-30,130,Plastoquinol-plastocyanin reductase,"IPR012595, PetM of cytochrome b6/f complex subunit 7","GO:0009496,GO:0009512"
SGN-U215378,Solyc09g010130.2.1,100,70,0,0,1,70,793,862,1.00E-30,130,Sorting nexin 1,"IPR015404, Vps5 C-terminal",GO:0007154
SGN-U215379,Solyc01g096090.2.1,100,70,0,0,1,70,197,266,1.00E-30,130,Fiber protein Fb11,,
SGN-U215380,Solyc09g008640.1.1,100,70,0,0,1,70,1659,1590,1.00E-30,130,Receptor-like protein kinase At3g21340,"IPR002290, Serine/threonine protein kinase","GO:0005515,GO:0006468,GO:0016301"
SGN-U215381,Solyc10g078240.1.1,100,70,0,0,1,70,1309,1378,1.00E-30,130,Cytochrome P450,,"GO:0019825,GO:0020037,GO:0055114"
SGN-U215382,Solyc09g092520.2.1,100,70,0,0,1,70,681,750,1.00E-30,130,Xyloglucan endotransglucosylase/hydrolase 8,"IPR016455, Xyloglucan endotransglucosylase/hydrolase","GO:0005975,GO:0016798,GO:0048046"
SGN-U215383,Solyc12g014580.1.1,100,44,0,0,1,44,230,273,3.00E-16,82.4,Pollen allergen Ole e 6,"IPR015333, Pollen allergen ole e 6",
SGN-U215384,Solyc02g085630.2.1,100,70,0,0,1,70,300,369,1.00E-30,130,Homeobox-leucine zipper-like protein,"IPR001356, Homeobox","GO:0003677,GO:0004999,GO:0005634,GO:0006355,GO:0045449"
SGN-U215385,Solyc04g071900.2.1,100,70,0,0,1,70,1161,1230,1.00E-30,130,Peroxidase,"IPR002016, Haem peroxidase, plant/fungal/bacterial","GO:0004601,GO:0055114"
SGN-U215386,Solyc01g008560.2.1,100,70,0,0,1,70,1641,1710,1.00E-30,130,NAD kinase 1,"IPR002504, ATP-NAD/AcoX kinase","GO:0003951,GO:0005516,GO:0008152,GO:0042736"
SGN-U215387,Solyc09g008200.2.1,100,70,0,0,1,70,1077,1146,1.00E-30,130,Heavy metal-associated domain containing protein expressed,"IPR006121, Heavy metal transport/detoxification protein","GO:0005507,GO:0030001"
SGN-U215388,Solyc04g051370.2.1,100,70,0,0,1,70,1082,1151,1.00E-30,130,26S proteasome non-ATPase regulatory subunit 12,"IPR000717, Proteasome component region PCI","GO:0004175,GO:0005515"
SGN-U215389,Solyc04g078750.2.1,100,70,0,0,1,70,1100,1169,1.00E-30,130,Harpin-induced protein,"IPR010847, Harpin-induced 1",
SGN-U215391,Solyc11g062070.1.1,100,70,0,0,1,70,1912,1981,1.00E-30,130,Outer envelope membrane protein,,GO:0019867
SGN-U215392,Solyc02g079500.2.1,100,70,0,0,1,70,1034,1103,1.00E-30,130,Peroxidase,"IPR019793, Peroxidases heam-ligand binding site IPR019793, Peroxidase, active site IPR019793, Haem peroxidase, plant/fungal/bacterial","GO:0004601,GO:0005515,GO:0055114"
SGN-U215393,Solyc02g079510.2.1,100,70,0,0,1,70,1019,1088,1.00E-30,130,Peroxidase,"IPR019793, Peroxidases heam-ligand binding site IPR019793, Peroxidase, active site IPR019793, Haem peroxidase, plant/fungal/bacterial","GO:0004601,GO:0005515,GO:0055114"
SGN-U215396,Solyc04g076880.2.1,100,70,0,0,1,70,2032,2101,1.00E-30,130,Phosphoenolpyruvate carboxykinase,"IPR001272, Phosphoenolpyruvate carboxykinase, ATP-utilising","GO:0004612,GO:0006094,GO:0042802"
SGN-U215402,Solyc09g065950.2.1,100,59,0,0,12,70,157,215,1.00E-24,110,Alpha subunit of F-actin capping protein,"IPR018315, F-actin capping protein, alpha subunit, actin binding","GO:0003779,GO:0008290"
SGN-U215403,Solyc01g090600.2.1,100,70,0,0,1,70,963,1032,1.00E-30,130,Chalcone synthase 3 protein,"IPR001099, Chalcone/stilbene synthase, N-terminal","GO:0005576,GO:0008152,GO:0008415,GO:0009058"
SGN-U215406,Solyc04g011360.2.1,100,70,0,0,1,70,802,871,1.00E-30,130,Ras-related protein Rab-8A,"IPR003579, Ras small GTPase, Rab type","GO:0005525,GO:0005622,GO:0007165,GO:0007264,GO:0015031"
SGN-U215407,Solyc12g009250.1.1,100,70,0,0,1,70,175,244,1.00E-30,130,chaperonin,"IPR001476, Chaperonin Cpn10","GO:0006457,GO:0051087"
SGN-U215408,Solyc02g068430.2.1,100,70,0,0,1,70,292,361,1.00E-30,130,Choline-phosphate cytidylyltransferase B,"IPR004820, Cytidylyltransferase","GO:0004105,GO:0004306,GO:0009058"
SGN-U215409,Solyc10g081440.1.1,100,70,0,0,1,70,489,558,1.00E-30,130,NADH cytochrome b5 reductase,"IPR008333, Oxidoreductase FAD-binding region",GO:0055114
SGN-U215414,Solyc02g069800.1.1,100,70,0,0,1,70,690,759,1.00E-30,130,CXE carboxylesterase,"IPR013094, Alpha/beta hydrolase fold-3",GO:0008152
SGN-U215415,Solyc06g067960.2.1,100,70,0,0,1,70,224,293,1.00E-30,130,Glutaredoxin family protein,"IPR004480, Glutaredoxin-related protein","GO:0045454,GO:0046872"
SGN-U215416,Solyc06g060120.2.1,100,70,0,0,1,70,2482,2551,1.00E-30,130,SWI/SNF complex subunit SMARCC1,"IPR007526, SWIRM","GO:0003677,GO:0005515,GO:0008270"
SGN-U215417,Solyc10g085420.1.1,100,40,0,0,11,50,1,40,3.00E-14,75,Os03g0816700 protein (Fragment),"IPR007612, Protein of unknown function DUF567",
SGN-U215419,Solyc11g010850.1.1,97.14,70,2,0,1,70,1791,1860,2.00E-27,119,1-deoxy-D-xylulose 5-phosphate synthase 2,"IPR005477, Deoxyxylulose-5-phosphate synthase","GO:0008152,GO:0008661,GO:0016114"
SGN-U215420,Solyc11g010850.1.1,95.71,70,3,0,1,70,280,349,1.00E-25,113,1-deoxy-D-xylulose 5-phosphate synthase 2,"IPR005477, Deoxyxylulose-5-phosphate synthase","GO:0008152,GO:0008661,GO:0016114"
SGN-U215423,Solyc01g005470.2.1,100,70,0,0,1,70,86,155,1.00E-30,130,Cell number regulator 10,"IPR006461, Protein of unknown function Cys-rich",
SGN-U215425,Solyc01g100460.2.1,98.57,70,1,0,1,70,856,925,5.00E-29,124,BZIP transcription factor,"IPR011616, bZIP transcription factor, bZIP-1","GO:0003700,GO:0006355,GO:0043565,GO:0046982"
SGN-U215426,Solyc05g013630.1.1,100,70,0,0,1,70,272,341,1.00E-30,130,Unknown protein (Fragment),,
SGN-U215427,Solyc07g053620.2.1,100,70,0,0,1,70,655,724,1.00E-30,130,Chaperone protein dnaJ,"IPR015609, Molecular chaperone, heat shock protein, Hsp40, DnaJ","GO:0031072,GO:0051082"
SGN-U215428,Solyc04g076670.2.1,100,70,0,0,1,70,602,671,1.00E-30,130,TRAF type zinc finger domain containing 1,"IPR001293, Zinc finger, TRAF-type",GO:0008270
SGN-U215429,Solyc12g088070.1.1,100,70,0,0,1,70,403,472,1.00E-30,130,TRAF type zinc finger domain containing 1,,
SGN-U215430,Solyc01g010050.2.1,100,50,0,0,1,50,268,317,9.00E-20,93.5,S-adenosylmethionine decarboxylase proenzyme,"IPR001985, S-adenosylmethionine decarboxylase","GO:0004014,GO:0008295"
SGN-U215431,Solyc01g010050.2.1,100,70,0,0,1,70,1086,1155,1.00E-30,130,S-adenosylmethionine decarboxylase proenzyme,"IPR001985, S-adenosylmethionine decarboxylase","GO:0004014,GO:0008295"
SGN-U215435,Solyc07g049180.2.1,100,70,0,0,1,70,4182,4251,1.00E-30,130,Receptor-like protein kinase At5g59670,"IPR002290, Serine/threonine protein kinase","GO:0005057,GO:0006468,GO:0016998,GO:0019199"
SGN-U215438,Solyc06g076970.2.1,100,70,0,0,1,70,870,939,1.00E-30,130,Peptidyl-prolyl cis-trans isomerase,"IPR002130, Peptidyl-prolyl cis-trans isomerase, cyclophilin-type","GO:0003755,GO:0006457,GO:0051082"
SGN-U215439,Solyc06g076790.1.1,100,70,0,0,1,70,19,88,1.00E-30,130,Unknown Protein,,
SGN-U215443,Solyc08g075390.2.1,100,70,0,0,1,70,2145,2214,1.00E-30,130,Isopentenyl-diphosphate delta-isomerase family protein,"IPR000086, NUDIX hydrolase domain","GO:0005515,GO:0016787"
SGN-U215444,Solyc02g092560.2.1,100,70,0,0,1,70,634,703,1.00E-30,130,Phototropic-responsive NPH3 family protein,"IPR004249, NPH3","GO:0005515,GO:0009416"
SGN-U215446,Solyc02g064720.2.1,100,70,0,0,1,70,1148,1217,1.00E-30,130,Phototropic-responsive NPH3 family protein,"IPR004249, NPH3","GO:0005515,GO:0009416"
SGN-U215447,Solyc02g092560.2.1,100,70,0,0,1,70,1839,1908,1.00E-30,130,Phototropic-responsive NPH3 family protein,"IPR004249, NPH3","GO:0005515,GO:0009416"
SGN-U215448,Solyc02g067120.2.1,100,57,0,0,14,70,613,557,2.00E-23,106,Genomic DNA chromosome 5 P1 clone MUL8,"IPR018971, Protein of unknown function DUF1997",
SGN-U215451,Solyc02g067120.2.1,100,70,0,0,1,70,435,504,1.00E-30,130,Genomic DNA chromosome 5 P1 clone MUL8,"IPR018971, Protein of unknown function DUF1997",
SGN-U215455,Solyc10g086000.1.1,100,70,0,0,1,70,1760,1829,1.00E-30,130,Pseudo-response regulator 7,"IPR001789, Signal transduction response regulator, receiver region","GO:0006355,GO:0016564"
SGN-U215458,Solyc02g081700.1.1,100,70,0,0,1,70,544,613,1.00E-30,130,Proteasome subunit alpha type,"IPR001353, Proteasome, subunit alpha/beta","GO:0005839,GO:0019773"
SGN-U215459,Solyc06g072320.2.1,100,70,0,0,1,70,1420,1489,1.00E-30,130,8-amino-7-oxononanoate synthase,"IPR004839, Aminotransferase, class I and II","GO:0008152,GO:0009058,GO:0030170"
SGN-U215463,Solyc02g071400.2.1,98.33,60,1,0,11,70,1,60,2.00E-23,106,1-aminocyclopropane-1-carboxylate oxidase,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0016491,GO:0016682,GO:0016706"
SGN-U215464,Solyc02g071400.2.1,98.44,64,1,0,1,64,874,937,1.00E-25,113,1-aminocyclopropane-1-carboxylate oxidase,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0016491,GO:0016682,GO:0016706"
SGN-U215465,Solyc05g050500.1.1,100,70,0,0,1,70,598,667,1.00E-30,130,ATP synthase F1 delta subunit,"IPR000711, ATPase, F1 complex, OSCP/delta subunit",GO:0045261
SGN-U215466,Solyc01g096710.2.1,100,70,0,0,1,70,508,577,1.00E-30,130,Nuclear transcription factor Y subunit C-1,"IPR003958, Transcription factor CBF/NF-Y/archaeal histone","GO:0003677,GO:0005622"
SGN-U215467,Solyc05g054980.2.1,100,70,0,0,1,70,676,745,1.00E-30,130,Protein phosphatase 2A regulatory subunit B&apos-like protein,"IPR011992, EF-Hand type",GO:0005509
SGN-U215468,Solyc04g010070.2.1,100,70,0,0,1,70,1491,1560,1.00E-30,130,Protein phosphatase 2A regulatory subunit B&apos-like protein,"IPR011992, EF-Hand type",GO:0005509
SGN-U215469,Solyc08g006330.2.1,100,70,0,0,1,70,155,224,1.00E-30,130,UDP-glucose salicylic acid glucosyltransferase,"IPR002213, UDP-glucuronosyl/UDP-glucosyltransferase","GO:0008152,GO:0080002"
SGN-U215471,Solyc08g006350.2.1,100,45,0,0,1,45,523,479,9.00E-17,84.2,UDP-glucose glucosyltransferase,"IPR002213, UDP-glucuronosyl/UDP-glucosyltransferase","GO:0008152,GO:0080002"
SGN-U215473,Solyc08g007770.2.1,100,59,0,0,12,70,960,1018,1.00E-24,110,"PGR5-like protein 1A, chloroplastic",,
SGN-U215474,Solyc04g009200.2.1,100,70,0,0,1,70,1194,1263,1.00E-30,130,Glutamate-1-semialdehyde-2 1-aminomutase,"IPR004639, Tetrapyrrole biosynthesis, glutamate-1-semialdehyde aminotransferase","GO:0005515,GO:0030170,GO:0033014,GO:0042286"
SGN-U215475,Solyc02g067440.2.1,100,70,0,0,1,70,1081,1150,1.00E-30,130,Cupin RmlC-type,"IPR012864, Protein of unknown function DUF1637",GO:0055114
SGN-U215477,Solyc02g063090.2.1,100,70,0,0,1,70,1307,1376,1.00E-30,130,T-complex protein 1 subunit zeta,"IPR012722, T-complex protein 1, zeta subunit","GO:0006457,GO:0044267,GO:0051082"
SGN-U215479,Solyc04g074040.2.1,98.57,70,1,0,1,70,618,687,5.00E-29,124,RNA-binding protein,"IPR012677, Nucleotide-binding, alpha-beta plait","GO:0000166,GO:0003676,GO:0008266"
SGN-U215480,Solyc03g118200.2.1,100,70,0,0,1,70,1237,1306,1.00E-30,130,Copine-3,"IPR010734, Copine",GO:0005544
SGN-U215482,Solyc01g080540.2.1,100,70,0,0,1,70,562,631,1.00E-30,130,Histidine-containing phosphotransfer protein region,,"GO:0000160,GO:0009927"
SGN-U215485,Solyc05g012610.2.1,100,70,0,0,1,70,967,1036,1.00E-30,130,Appr-1-p processing enzyme domain protein,"IPR002589, Appr-1-p processing",
SGN-U215486,Solyc06g007180.2.1,100,70,0,0,1,70,2061,2130,1.00E-30,130,Asparagine synthase (Glutamine-hydrolyzing),"IPR006426, Asparagine synthase, glutamine-hydrolyzing","GO:0004066,GO:0006529,GO:0008152,GO:0042803"
SGN-U215488,Solyc05g013070.2.1,100,70,0,0,1,70,1285,1354,1.00E-30,130,Kinase family protein,"IPR016253, Integrin-linked protein kinase","GO:0004708,GO:0006468,GO:0009966"
SGN-U215491,Solyc12g044850.1.1,100,70,0,0,1,70,49,118,1.00E-30,130,Unknown Protein,,
SGN-U215493,Solyc06g062440.2.1,100,70,0,0,1,70,2332,2401,1.00E-30,130,"Cc-nbs-lrr, resistance protein",,GO:0006915
SGN-U215495,Solyc09g098510.2.1,100,70,0,0,1,70,948,1017,1.00E-30,130,Unknown Protein,"IPR006706, Extensin-like region",GO:0009664
SGN-U215496,Solyc06g068320.2.1,100,70,0,0,1,70,1685,1754,1.00E-30,130,Prolyl-tRNA synthetase,"IPR004499, Prolyl-tRNA synthetase, class IIa, prokaryotic-type","GO:0004818,GO:0005515,GO:0005737,GO:0006412"
SGN-U215498,Solyc06g008620.1.1,100,70,0,0,1,70,1847,1916,1.00E-30,130,Protein tolB,"IPR011042, Six-bladed beta-propeller, TolB-like",
SGN-U215499,Solyc07g064620.1.1,100,70,0,0,1,70,16,85,1.00E-30,130,Translation initiation factor SUI1,"IPR005874, Eukaryotic translation initiation factor SUI1","GO:0003743,GO:0005515,GO:0006412,GO:0006413"
SGN-U215500,Solyc01g066720.2.1,100,70,0,0,1,70,367,436,1.00E-30,130,Hypoxia induced protein conserved region containing protein,"IPR007667, Hypoxia induced protein conserved region",
SGN-U215501,Solyc02g089350.2.1,100,70,0,0,1,70,663,732,1.00E-30,130,Gibberellin regulated protein,"IPR003854, Gibberellin regulated protein",
SGN-U215504,Solyc06g009350.2.1,100,70,0,0,1,70,307,376,1.00E-30,130,Unknown Protein,,
SGN-U215505,Solyc01g008840.2.1,100,70,0,0,1,70,1294,1363,1.00E-30,130,COP9 signalosome complex subunit 2,"IPR013143, PCI/PINT associated module",GO:0003714
SGN-U215509,Solyc10g086400.1.1,100,70,0,0,1,70,174,243,1.00E-30,130,THO complex subunit 4,"IPR012677, Nucleotide-binding, alpha-beta plait","GO:0000166,GO:0003676"
SGN-U215513,Solyc10g076670.1.1,100,70,0,0,1,70,70,139,1.00E-30,130,Anthocyanidin synthase,,
SGN-U215515,Solyc10g076660.1.1,100,70,0,0,1,70,956,887,1.00E-30,130,Anthocyanidin synthase,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0016491,GO:0055114"
SGN-U215516,Solyc03g117600.2.1,98.57,70,1,0,1,70,1197,1266,5.00E-29,124,Hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyltransferase,"IPR003480, Transferase","GO:0016747,GO:0047172,GO:0047205"
SGN-U215517,Solyc06g060420.2.1,100,70,0,0,1,70,406,475,1.00E-30,130,YbaK/prolyl-tRNA synthetase,"IPR007214, YbaK/aminoacyl-tRNA synthetase associated region",
SGN-U215518,Solyc03g121720.2.1,100,70,0,0,1,70,818,887,1.00E-30,130,2-hydroxy-3-oxopropionate reductase,"IPR015815, 3-hydroxyacid dehydrogenase/reductase","GO:0003858,GO:0008152,GO:0016491,GO:0030267,GO:0050662,GO:0055114"
SGN-U215520,Solyc02g070460.2.1,100,70,0,0,1,70,1861,1930,1.00E-30,130,Cullin 4,"IPR001373, Cullin, N-terminal","GO:0030332,GO:0031461"
SGN-U215523,Solyc02g021470.2.1,100,70,0,0,1,70,2307,2376,1.00E-30,130,Cullin 4,"IPR001373, Cullin, N-terminal","GO:0030332,GO:0031461"
SGN-U215524,Solyc06g082440.1.1,100,70,0,0,1,70,677,746,1.00E-30,130,CBL-interacting protein kinase 16,"IPR002290, Serine/threonine protein kinase","GO:0006468,GO:0007165"
SGN-U215526,Solyc12g015690.1.1,100,70,0,0,1,70,41,110,1.00E-30,130,Fasciclin-like arabinogalactan protein 10,"IPR000782, FAS1 domain",
SGN-U215527,Solyc04g014670.2.1,100,70,0,0,1,70,741,810,1.00E-30,130,Short-chain dehydrogenase/reductase SDR,"IPR002347, Glucose/ribitol dehydrogenase","GO:0001758,GO:0008152,GO:0055114"
SGN-U215529,Solyc12g019860.1.1,100,70,0,0,1,70,2019,2088,1.00E-30,130,CCR4-NOT transcription complex subunit 3,"IPR012270, CCR4-NOT complex, subunit 3/ 5",GO:0005634
SGN-U215530,Solyc10g080710.1.1,100,70,0,0,1,70,1561,1630,1.00E-30,130,Asparaginyl-tRNA synthetase 2,"IPR004522, Asparaginyl-tRNA synthetase, class IIb","GO:0003676,GO:0004816,GO:0005515,GO:0005737"
SGN-U215532,Solyc02g093920.2.1,100,70,0,0,1,70,1027,1096,1.00E-30,130,COP9 signalosome complex subunit 3,"IPR000717, Proteasome component region PCI",GO:0005515
SGN-U215533,Solyc01g109570.2.1,100,70,0,0,1,70,1328,1397,1.00E-30,130,Glucan endo-1 3-beta-glucosidase 7,"IPR013781, Glycoside hydrolase, subgroup, catalytic core IPR013781, Glycoside hydrolase, family 17",GO:0005975
SGN-U215534,Solyc01g111730.2.1,100,70,0,0,1,70,1408,1477,1.00E-30,130,Phosphatase 2C family protein,"IPR015655, Protein phosphatase 2C","GO:0003824,GO:0008287,GO:0016020"
SGN-U215535,Solyc10g007550.2.1,100,70,0,0,1,70,1188,1257,1.00E-30,130,ATP-dependent RNA helicase,"IPR011545, DNA/RNA helicase, DEAD/DEAH box type, N-terminal","GO:0005524,GO:0008026"
SGN-U215538,Solyc08g069060.2.1,100,70,0,0,1,70,1112,1181,1.00E-30,130,Beta-1 3-galactosyltransferase 6,"IPR002659, Glycosyl transferase, family 31","GO:0016020,GO:0048531"
SGN-U215540,Solyc04g047770.2.1,100,70,0,0,1,70,1651,1720,1.00E-30,130,VHS domain-containing protein At3g16270,"IPR018205, VHS subgroup",GO:0006886
SGN-U215542,Solyc06g030490.2.1,100,70,0,0,1,70,1048,1117,1.00E-30,130,Serine/threonine-protein phosphatase-tetraphosphatase,,"GO:0016787,GO:0017018"
SGN-U215543,Solyc12g057120.1.1,100,70,0,0,1,70,178,247,1.00E-30,130,Subunit VIb of cytochrome c oxidase,"IPR003213, Cytochrome c oxidase, subunit VIb",GO:0005739
